"id","facebook_id","name","latitude","longitude"
"402","113168482030203","Riverside, California","33.953300","-117.394997"
"403","108163195878714","Paonta Sahib","30.450001","77.616699"
"404","103941516308442","Tracy, California","37.737999","-121.433998"
"405","107825369244809","Spirit Lake, Idaho","47.966591","-116.866386"
"406","109486735737233","Celje","46.236099","15.267500"
"407","108652849159966","Willowick, Ohio","41.634998","-81.468330"
"408","113166255363565","Massapequa, New York","40.670403","-73.471153"
"409","103143696392223","San Bernardino, California","34.125500","-117.294601"
"410","108152565880212","Moraine, Ohio","39.695557","-84.227776"
"411","103760142996458","Staunton, Virginia","38.157902","-79.076401"
"412","112710045409378","Brighton","50.842899","-0.131300"
"413","108572355833165","Yucaipa, California","34.030300","-117.049004"
"414","110760338952883","Windhoek, Namibia","-22.570000","17.083599"
"415","110714572282163","San Diego, California","32.715000","-117.162498"
"416","115143688500346","Plattsburgh, New York","44.699402","-73.453300"
"417","111312582226034","LaFayette, Alabama","32.899700","-85.401100"
"418","107945712561674","Norman, Oklahoma","35.221600","-97.418198"
"419","109233815761901","Cottonwood, California","40.388889","-122.281944"
"420","108697709155385","Columbiana, Ohio","40.885555","-80.688332"
"421","109218742431368","Creighton, Saskatchewan","54.756100","-101.897003"
"422","112808158733249","Tawas City, Michigan","44.269444","-83.514725"
"423","111912815492003","Harmony, Pennsylvania","40.801399","-80.127502"
"424","114782695200892","Saint Cloud, Florida","28.248600","-81.281403"
"425","107983332562586","Rutherford, New Jersey","40.828899","-74.110603"
"426","111235618901233","Durban, KwaZulu-Natal","-29.883301","31.049999"
"427","104069879628496","Bloomfield, Iowa","40.751701","-92.414703"
"428","109576349061313","Ontario, New York","43.220798","-77.283302"
"429","109609029065434","Downers Grove, Illinois","41.791080","-88.010902"
"430","104058289629364","Lockport, Illinois","41.589401","-88.057800"
"431","108029765891225","Tualatin, Oregon","45.374809","-122.770065"
"432","108176125870600","Phoenixville, Pennsylvania","40.130299","-75.515297"
"433","110500872310393","Everton, Doncaster, United Kingdom","53.400002","-0.950000"
"434","102168343158128","Fort McMurray, Alberta","56.733299","-111.383003"
"435","112985212045835","Cooksville, Illinois","40.543098","-88.716400"
"436","103106366396503","Columbia, Maryland","39.203602","-76.857002"
"437","105501592817214","Freehold","40.255154","-74.273323"
"438","114593885223523","Iloilo City, Philippines","10.696900","122.564003"
"439","107396892623562","Arroyo Grande, California","35.118599","-120.589996"
